gid	prop.p	prop.h	reg
Zm00001d000053	0.059384269739237557	0.43291188957760923	trans
Zm00001d000305	0.7555533749671577	0.9166777631460136	cis
Zm00001d000709	0.8272221302135946	0.7508286063434543	cis
Zm00001d001771	0.9484441204915144	0.8053243949579733	conserved
Zm00001d001847	0.3998806948756108	0.5230579899530914	trans
Zm00001d002028	0.4463933994473501	0.6737829665470809	conserved
Zm00001d004136	0.48702038302387557	0.743110382420811	unexpected
Zm00001d006119	0.5237856573531722	0.6816623550429803	unexpected
Zm00001d008222	0.6444746556178799	0.8124650392539793	cis+trans
Zm00001d008749	0.2737329724283367	0.7479150757841975	cis+trans
