sid	sizeFactor
hyb_rep1	0.8955666844600102
hyb_rep2	0.8698393476066352
hyb_rep3	0.8377957108747933
parA_rep1	0.9336609784776514
parA_rep2	0.9026881171660095
parA_rep3	0.7971552459149085
parA_rep4	0.9777508783194157
parB_rep1	0.8892761130783801
parB_rep2	0.955735726049212
parB_rep3	0.938602859712074
